time,epoch,batch,loss,accuracy,val_loss,val_accuracy,best_accuracy,best_epoch,1501
868.4089996,1,1,2.293219,0.1875,0,0,0,0
868.4237078,1,2,2.3139284,0.109375,0,0,0,0
868.4394265,1,3,2.3393888,0.09375,0,0,0,0
868.4541126,1,4,2.3299003,0.0859375,0,0,0,0
868.4687482,1,5,2.327159,0.0875,0,0,0,0
868.4831992,1,6,2.332659,0.09375,0,0,0,0
868.4976523,1,7,2.317562,0.10714286,0,0,0,0
868.5120765,1,8,2.2881138,0.1015625,0,0,0,0
868.5261189,1,9,2.2603385,0.11111111,0,0,0,0
868.5406488,1,10,2.334309,0.1125,0,0,0,0
868.5554585,1,11,2.3395145,0.10511363,0,0,0,0
868.5720619,1,12,2.3095722,0.1015625,0,0,0,0
868.590153,1,13,2.3110912,0.10576923,0,0,0,0
868.6030389,1,14,2.3046596,0.10491072,0,0,0,0
868.6165658,1,15,2.3292844,0.104166664,0,0,0,0
868.6295507,1,16,2.3109052,0.103515625,0,0,0,0
868.6425735,1,17,2.3502507,0.0992647,0,0,0,0
868.6556461,1,18,2.322383,0.097222224,0,0,0,0
868.6687508,1,19,2.3333368,0.09375,0,0,0,0
868.6821299,1,20,2.2878218,0.1,0,0,0,0
868.6950426,1,21,2.3048763,0.10119048,0,0,0,0
868.7084747,1,22,2.3174512,0.10085227,0,0,0,0
868.7225798,1,23,2.299892,0.09918478,0,0,0,0
868.7356914,1,24,2.292902,0.1015625,0,0,0,0
868.7501861,1,25,2.303656,0.10375,0,0,0,0
868.7640324,1,26,2.3070297,0.104567304,0,0,0,0
868.77782,1,27,2.3467479,0.104166664,0,0,0,0
868.7922883,1,28,2.3179345,0.10602678,0,0,0,0
868.8063383,1,29,2.3605325,0.10237069,0,0,0,0
868.8211181,1,30,2.319571,0.103125,0,0,0,0
868.835381,1,31,2.3403287,0.10080645,0,0,0,0
868.8487195,1,32,2.3437152,0.099609375,0,0,0,0
868.8614391,1,33,2.2879844,0.10132576,0,0,0,0
868.8739606,1,34,2.308414,0.10110294,0,0,0,0
868.8859797,1,35,2.3384047,0.10357143,0,0,0,0
868.8981109,1,36,2.299077,0.105034724,0,0,0,0
868.9105622,1,37,2.3392496,0.10388514,0,0,0,0
868.923971,1,38,2.2916105,0.104440786,0,0,0,0
868.9378107,1,39,2.3369477,0.103365384,0,0,0,0
