time,epoch,batch,loss,accuracy,val_loss,val_accuracy,map,best_epoch,1501
33.2115494,1,106,3.2499046,0.108785376,0,0,0,0,
33.2841891,1,107,2.7601001,0.1103972,0,0,0,0,
33.3657009,1,108,3.151766,0.11082176,0,0,0,0,
33.4480915,1,109,3.352768,0.11037844,0,0,0,0,
33.5307988,1,110,2.8711162,0.111079544,0,0,0,0,
33.6115681,1,111,2.751931,0.11064189,0,0,0,0,
33.6919894,1,112,2.9414022,0.11077009,0,0,0,0,
33.7762505,1,113,3.3087602,0.11034292,0,0,0,0,
33.8653075,1,114,3.1939907,0.110197365,0,0,0,0,
33.953615,1,115,3.2699442,0.11005435,0,0,0,0,
34.0266883,1,116,2.947187,0.109913796,0,0,0,0,
34.0896639,1,117,3.3722346,0.109241456,0,0,0,0,
34.1627961,1,118,3.394019,0.109375,0,0,0,0,
34.2306116,1,119,2.89292,0.1095063,0,0,0,0,
34.3011651,1,120,3.3446522,0.10859375,0,0,0,0,
34.3742709,1,121,3.402553,0.10847107,0,0,0,0,
34.4475235,1,122,3.1379924,0.10835041,0,0,0,0,
34.524267,1,123,3.0983472,0.10797764,0,0,0,0,
34.6012424,1,124,3.4970167,0.10735887,0,0,0,0,
34.6771211,1,125,3.2214398,0.1075,0,0,0,0,
34.7548613,1,126,2.7963834,0.10763889,0,0,0,0,
34.832012,1,127,2.8656788,0.108021654,0,0,0,0,
34.9044176,1,128,3.3219182,0.107421875,0,0,0,0,
34.9845124,1,129,3.6994338,0.106831394,0,0,0,0,
35.0588071,1,130,2.9166312,0.10649038,0,0,0,0,
35.131041,1,131,3.0154018,0.10615458,0,0,0,0,
35.200293,1,132,3.3117461,0.106770836,0,0,0,0,
35.2715656,1,133,2.8829267,0.10737782,0,0,0,0,
35.3389887,1,134,3.0397391,0.10727612,0,0,0,0,
35.41063,1,135,3.0720284,0.10694444,0,0,0,0,
35.4789175,1,136,3.0900807,0.10753676,0,0,0,0,
35.5494933,1,137,3.1549666,0.107892334,0,0,0,0,
35.627565,1,138,3.141664,0.107563406,0,0,0,0,
35.7176982,1,139,3.4397025,0.10701439,0,0,0,0,
35.8059332,1,140,3.0997214,0.106919646,0,0,0,0,
35.8867363,1,141,3.124636,0.10638298,0,0,0,0,
35.973993,1,142,3.0038204,0.10739437,0,0,0,0,
36.0520071,1,143,3.1352415,0.10729895,0,0,0,0,
36.1226608,1,144,3.615613,0.106770836,0,0,0,0,
36.2048871,1,145,3.980378,0.10625,0,0,0,0,
36.2842025,1,146,2.7715697,0.10680651,0,0,0,0,
36.3597879,1,147,3.8434737,0.106292516,0,0,0,0,
36.4356224,1,148,3.65201,0.10599662,0,0,0,0,
36.5138474,1,149,2.864195,0.10591443,0,0,0,0,
36.597365,1,150,2.8128104,0.105625,0,0,0,0,
36.6880804,1,151,3.096833,0.10513245,0,0,0,0,
36.7806246,1,152,3.8217294,0.104646385,0,0,0,0,
36.8623422,1,153,2.7475405,0.10580065,0,0,0,0,
36.9444125,1,154,3.0658364,0.105722405,0,0,0,0,
37.0170478,1,155,3.0840034,0.105443545,0,0,0,0,
37.0910744,1,156,2.9723344,0.10536859,0,0,0,0,
37.1644725,1,157,3.096426,0.10549363,0,0,0,0,
37.230261,1,158,3.4918597,0.10522152,0,0,0,0,
37.299701,1,159,3.0288868,0.10534591,0,0,0,0,
37.3715862,1,160,3.167873,0.10546875,0,0,0,0,
37.4394223,1,161,2.6449523,0.10578416,0,0,0,0,
37.5073939,1,162,2.9491854,0.105902776,0,0,0,0,
37.5775138,1,163,3.295135,0.10601994,0,0,0,0,
37.6463207,1,164,3.043769,0.10632622,0,0,0,0,
37.7231061,1,165,3.2408094,0.10625,0,0,0,0,
37.812768,1,166,3.2542202,0.10673946,0,0,0,0,
37.8817523,1,167,2.9730031,0.10628743,0,0,0,0,
37.9629857,1,168,3.527403,0.10565476,0,0,0,0,
38.039482,1,169,3.3200834,0.10576923,0,0,0,0,
38.107636,1,170,3.2984226,0.105882354,0,0,0,0,
38.1807456,1,171,3.137103,0.105628654,0,0,0,0,
38.2513255,1,172,3.216448,0.105377905,0,0,0,0,
38.3185217,1,173,3.1303966,0.106033236,0,0,0,0,
38.3902416,1,174,3.0915115,0.10596264,0,0,0,0,
38.4567895,1,175,3.3492184,0.10589286,0,0,0,0,
38.5305914,1,176,3.1492772,0.10600142,0,0,0,0,
38.6164593,1,177,3.6522055,0.10557909,0,0,0,0,
38.7014085,1,178,3.2850883,0.10516152,0,0,0,0,
38.7912082,1,179,3.4480634,0.105272345,0,0,0,0,
38.8705849,1,180,3.4974577,0.105034724,0,0,0,0,
38.9514998,1,181,3.63294,0.10462707,0,0,0,0,
39.0284047,1,182,3.3178492,0.104395606,0,0,0,0,
39.1061594,1,183,3.535191,0.10467896,0,0,0,0,
39.1880825,1,184,3.2876453,0.10444973,0,0,0,0,
39.2577049,1,185,2.996247,0.105236486,0,0,0,0,
39.3256047,1,186,3.1754568,0.10500672,0,0,0,0,
39.3978932,1,187,3.4336643,0.1046123,0,0,0,0,
39.4658279,1,188,3.2877095,0.10472074,0,0,0,0,
39.5337874,1,189,3.4609575,0.10433201,0,0,0,0,
39.6054457,1,190,2.818697,0.104605265,0,0,0,0,
39.6752436,1,191,3.5726256,0.10471204,0,0,0,0,
39.7485033,1,192,3.1145926,0.10481771,0,0,0,0,
39.8280637,1,193,3.0714867,0.10459845,0,0,0,0,
39.908798,1,194,3.085439,0.10438144,0,0,0,0,
39.9920062,1,195,3.0679083,0.10400641,0,0,0,0,
40.0643376,1,196,3.0079126,0.10411352,0,0,0,0,
40.1397595,1,197,3.1953232,0.10374366,0,0,0,0,
40.2236892,1,198,3.216011,0.10369318,0,0,0,0,
40.3017368,1,199,2.9492145,0.10380025,0,0,0,0,
40.379135,1,200,3.0391428,0.1040625,0,0,0,0,
40.4416908,1,201,3.9282506,0.10385572,0,0,0,0,
40.5098614,1,202,3.3894222,0.10380569,0,0,0,0,
40.5805959,1,203,2.764361,0.10406404,0,0,0,0,
40.6541348,1,204,2.774095,0.10447304,0,0,0,0,
40.7341023,1,205,3.080962,0.10442073,0,0,0,0,
40.8126987,1,206,3.2055311,0.10406554,0,0,0,0,
40.8879071,1,207,3.4137816,0.10386474,0,0,0,0,
40.9728354,1,208,3.087971,0.10411659,0,0,0,0,
41.0381126,1,209,3.2321074,0.10406698,0,0,0,0,
41.1092529,1,210,3.4119425,0.10372024,0,0,0,0,
41.1896896,1,211,3.4123044,0.10352488,0,0,0,0,
41.2653394,1,212,3.190265,0.10318396,0,0,0,0,
41.3465718,1,213,2.9226985,0.103286386,0,0,0,0,
41.4194131,1,214,3.0219655,0.10353388,0,0,0,0,
41.4912632,1,215,3.1525674,0.103343025,0,0,0,0,
41.5630922,1,216,3.4801822,0.10329861,0,0,0,0,
41.6334896,1,217,2.793816,0.10339862,0,0,0,0,
41.703622,1,218,3.012634,0.103641056,0,0,0,0,
41.7823315,1,219,2.8457875,0.10359589,0,0,0,0,
41.8559454,1,220,3.1787257,0.10369318,0,0,0,0,
41.9313213,1,221,3.0715482,0.10364819,0,0,0,0,
42.0137296,1,222,3.0438168,0.1036036,0,0,0,0,
42.0839014,1,223,2.7876282,0.10369955,0,0,0,0,
42.1550316,1,224,3.1431398,0.103515625,0,0,0,0,
42.2227366,1,225,3.3126185,0.10333333,0,0,0,0,
42.2929283,1,226,3.0049412,0.10329093,0,0,0,0,
42.3699109,1,227,3.6142263,0.103386566,0,0,0,0,
42.4383479,1,228,2.8431816,0.1033443,0,0,0,0,
42.5107436,1,229,2.669448,0.10371179,0,0,0,0,
42.5894269,1,230,2.9418192,0.10380435,0,0,0,0,
42.6576408,1,231,3.0361805,0.104031384,0,0,0,0,
42.7290454,1,232,3.026795,0.10385237,0,0,0,0,
42.8066353,1,233,3.1757808,0.10354077,0,0,0,0,
42.8803477,1,234,3.5478528,0.10323184,0,0,0,0,
42.9721828,1,235,3.5807247,0.10305851,0,0,0,0,
43.0522186,1,236,3.2689629,0.10262182,0,0,0,0,
43.1206558,1,237,3.0476222,0.10245253,0,0,0,0,
43.1942573,1,238,3.614249,0.10215336,0,0,0,0,
43.2623988,1,239,3.0127294,0.10198745,0,0,0,0,
43.3327069,1,240,2.9166622,0.10208333,0,0,0,0,
43.4099203,1,241,3.3890169,0.10178942,0,0,0,0,
43.4796278,1,242,2.7491202,0.10201446,0,0,0,0,
43.5478094,1,243,3.0245435,0.101980455,0,0,0,0,
43.6199377,1,244,3.299399,0.10194672,0,0,0,0,
43.6977613,1,245,2.6788392,0.10255102,0,0,0,0,
43.8103392,1,246,3.278191,0.10251524,0,0,0,0,
43.9106457,1,247,3.3110385,0.102479756,0,0,0,0,
44.0035139,1,248,2.9371095,0.10231855,0,0,0,0,
44.0839221,1,249,3.39647,0.102158636,0,0,0,0,
44.1574721,1,250,2.890806,0.10225,0,0,0,0,
44.2296227,1,251,3.690463,0.10209163,0,0,0,0,
44.3017014,1,252,2.8553767,0.102306545,0,0,0,0,
44.3791934,1,253,2.7729266,0.10214921,0,0,0,0,
44.4558959,1,254,2.9795916,0.102116145,0,0,0,0,
44.5302396,1,255,2.925952,0.10208333,0,0,0,0,
44.6080338,1,256,3.0404797,0.10205078,0,0,0,0,
44.6788429,1,257,3.2426102,0.10201848,0,0,0,0,
44.7596541,1,258,2.9840288,0.102107555,0,0,0,0,
44.8490932,1,259,2.8084393,0.1023166,0,0,0,0,
44.9226221,1,260,3.0322475,0.10252404,0,0,0,0,
45.0123706,1,261,2.7436986,0.10320881,0,0,0,0,
45.0927964,1,262,3.3249326,0.10317271,0,0,0,0,
45.1656348,1,263,3.145623,0.10349335,0,0,0,0,
45.237982,1,264,3.0346658,0.10345644,0,0,0,0,
45.3061308,1,265,3.0066216,0.104127355,0,0,0,0,
45.3752914,1,266,3.5584323,0.10397086,0,0,0,0,
45.4439634,1,267,3.1575198,0.10393258,0,0,0,0,
45.5140138,1,268,3.3906827,0.10366138,0,0,0,0,
45.5819781,1,269,3.1370153,0.10327602,0,0,0,0,
45.6499155,1,270,2.8882284,0.10335648,0,0,0,0,
45.720114,1,271,2.9398031,0.10355166,0,0,0,0,
45.7964452,1,272,3.3784833,0.10328585,0,0,0,0,
45.8664401,1,273,2.9310308,0.103594325,0,0,0,0,
45.9406102,1,274,3.464663,0.103672445,0,0,0,0,
46.0222002,1,275,3.1083555,0.10375,0,0,0,0,
46.0933217,1,276,2.950541,0.10360055,0,0,0,0,
46.1679866,1,277,3.2336106,0.10345217,0,0,0,0,
46.2434505,1,278,3.297002,0.10341727,0,0,0,0,
46.3101826,1,279,3.6496272,0.1031586,0,0,0,0,
46.3800531,1,280,3.0282931,0.103013396,0,0,0,0,
46.4462104,1,281,3.254457,0.10286922,0,0,0,0,
46.515843,1,282,3.1811147,0.10283688,0,0,0,0,
46.5917165,1,283,2.6189308,0.10280477,0,0,0,0,
46.6607301,1,284,2.8997884,0.10288292,0,0,0,0,
46.7290611,1,285,3.0259125,0.10285088,0,0,0,0,
46.802483,1,286,2.706303,0.10325612,0,0,0,0,
46.871991,1,287,2.9393744,0.10344077,0,0,0,0,
46.9415436,1,288,3.115049,0.103407115,0,0,0,0,
47.0282797,1,289,2.9618819,0.10358997,0,0,0,0,
47.0993786,1,290,3.3456035,0.103340514,0,0,0,0,
47.1707287,1,291,3.4680414,0.1029854,0,0,0,0,
47.2423721,1,292,2.700179,0.10316781,0,0,0,0,
47.314858,1,293,3.0020406,0.10324232,0,0,0,0,
47.3953051,1,294,3.1675353,0.10299745,0,0,0,0,
47.4688758,1,295,2.8693042,0.10307203,0,0,0,0,
47.5446582,1,296,3.164851,0.10325169,0,0,0,0,
47.6241196,1,297,3.2886703,0.10300926,0,0,0,0,
47.6927694,1,298,3.1763687,0.102978185,0,0,0,0,
47.7595873,1,299,2.769444,0.103365384,0,0,0,0,
47.8316198,1,300,3.2604191,0.10333333,0,0,0,0,
47.9028534,1,301,3.070345,0.10319767,0,0,0,0,
47.9733036,1,302,3.1692212,0.10347682,0,0,0,0,
48.0555499,1,303,2.7892518,0.10365099,0,0,0,0,
48.1263161,1,304,2.8076723,0.1041324,0,0,0,0,
48.2060186,1,305,2.871554,0.10430328,0,0,0,0,
48.2703986,1,306,2.8680954,0.104370914,0,0,0,0,
48.3399859,1,307,3.072198,0.1045399,0,0,0,0,
48.4162252,1,308,2.9251668,0.10450487,0,0,0,0,
48.4936558,1,309,2.9079797,0.10447007,0,0,0,0,
48.575279,1,310,3.3042765,0.10443548,0,0,0,0,
48.652132,1,311,3.012629,0.10470257,0,0,0,0,
48.719312,1,312,2.747499,0.104567304,0,0,0,0,
48.793065,1,313,2.8597488,0.10453275,0,0,0,0,
48.8669845,1,314,2.5961223,0.104796976,0,0,0,0,
48.9373982,1,315,2.9223628,0.104960315,0,0,0,0,
49.0134479,1,316,2.8702486,0.10492484,0,0,0,0,
49.0995258,1,317,2.7969823,0.10528391,0,0,0,0,
49.1854379,1,318,3.3473105,0.10514937,0,0,0,0,
49.2582123,1,319,3.1722608,0.10501567,0,0,0,0,
49.3284987,1,320,3.0817552,0.10507812,0,0,0,0,
49.4070632,1,321,2.6343198,0.10562695,0,0,0,0,
49.4852292,1,322,3.4381864,0.10559006,0,0,0,0,
49.5606938,1,323,3.4113278,0.105359904,0,0,0,0,
49.6374452,1,324,3.1097798,0.105324075,0,0,0,0,
49.7121864,1,325,2.8327284,0.10548077,0,0,0,0,
49.7828488,1,326,3.081382,0.10534893,0,0,0,0,
49.8528748,1,327,2.9306114,0.10521789,0,0,0,0,
49.9211199,1,328,2.838952,0.1052782,0,0,0,0,
49.9938832,1,329,3.2142043,0.10524316,0,0,0,0,
50.0607612,1,330,2.639028,0.10549243,0,0,0,0,
50.1342617,1,331,3.1462016,0.10555136,0,0,0,0,
50.210817,1,332,3.1709957,0.10560994,0,0,0,0,
50.2787519,1,333,3.2373314,0.10548048,0,0,0,0,
50.3468671,1,334,3.1490803,0.10572605,0,0,0,0,
50.425233,1,335,2.9595113,0.10578358,0,0,0,0,
50.4977262,1,336,2.955369,0.10565476,0,0,0,0,
50.5661136,1,337,3.0182428,0.10571217,0,0,0,0,
50.6415649,1,338,2.8542995,0.10576923,0,0,0,0,
50.7168599,1,339,2.764855,0.105733775,0,0,0,0,
50.8045018,1,340,2.9874706,0.10579044,0,0,0,0,
50.878446,1,341,3.1932356,0.10593842,0,0,0,0,
50.9478381,1,342,2.9567904,0.105902776,0,0,0,0,
51.022998,1,343,3.0592396,0.10614067,0,0,0,0,
51.0910048,1,344,3.359861,0.106013805,0,0,0,0,
51.166762,1,345,3.3727126,0.10588768,0,0,0,0,
51.2428515,1,346,2.7568016,0.10612355,0,0,0,0,
51.3114249,1,347,3.1682525,0.10608789,0,0,0,0,
51.3833655,1,348,2.944354,0.10587285,0,0,0,0,
51.4492417,1,349,2.6532688,0.106106736,0,0,0,0,
51.5165196,1,350,3.0214517,0.106160715,0,0,0,0,
51.5836916,1,351,3.032372,0.106481485,0,0,0,0,
51.6568361,1,352,3.2067587,0.10635653,0,0,0,0,
51.7262988,1,353,3.2328188,0.10632082,0,0,0,0,
51.7948286,1,354,3.4648237,0.106108755,0,0,0,0,
51.8650431,1,355,3.0325484,0.106073946,0,0,0,0,
51.9330853,1,356,3.0689778,0.10595155,0,0,0,0,
52.0156855,1,357,3.133474,0.1057423,0,0,0,0,
52.090487,1,358,3.4486856,0.10562151,0,0,0,0,
52.1649924,1,359,2.9062605,0.10550139,0,0,0,0,
52.2505018,1,360,3.5793233,0.10520833,0,0,0,0,
52.3224601,1,361,3.0711699,0.10509003,0,0,0,0,
52.399548,1,362,3.4627457,0.1050587,0,0,0,0,
52.4658765,1,363,2.9785297,0.10511363,0,0,0,0,
52.5386249,1,364,2.9711576,0.10516827,0,0,0,0,
52.6092166,1,365,2.9163563,0.10547945,0,0,0,0,
52.6789002,1,366,2.827302,0.10553279,0,0,0,0,
52.7482397,1,367,2.85436,0.10584128,0,0,0,0,
52.8238735,1,368,3.0270686,0.10580842,0,0,0,0,
52.9013907,1,369,3.1860828,0.10577574,0,0,0,0,
52.9716772,1,370,3.1798792,0.105827704,0,0,0,0,
53.047219,1,371,2.7938175,0.10596361,0,0,0,0,
53.1199045,1,372,3.2003236,0.10601479,0,0,0,0,
53.1972508,1,373,3.2475553,0.105814345,0,0,0,0,
53.2790472,1,374,3.1862864,0.105782084,0,0,0,0,
53.3526452,1,375,2.6990204,0.106,0,0,0,0,
53.4289049,1,376,3.2023096,0.105884306,0,0,0,0,
53.4954708,1,377,2.895113,0.1061008,0,0,0,0,
53.5637864,1,378,3.328589,0.10606812,0,0,0,0,
53.6364999,1,379,3.0641613,0.105953164,0,0,0,0,
53.7065019,1,380,2.580406,0.106332235,0,0,0,0,
53.7803807,1,381,2.9945192,0.10638123,0,0,0,0,
53.8523399,1,382,3.1801395,0.106348164,0,0,0,0,
53.9243213,1,383,3.400388,0.10623368,0,0,0,0,
54.0059912,1,384,3.0546641,0.10620117,0,0,0,0,
54.0770552,1,385,2.9875774,0.10633117,0,0,0,0,
54.1496175,1,386,2.6740108,0.10654145,0,0,0,0,
54.2294403,1,387,3.0159945,0.106669895,0,0,0,0,
54.3255615,1,388,2.8853202,0.10695876,0,0,0,0,
54.4274097,1,389,3.2795033,0.10684447,0,0,0,0,
54.5045957,1,390,3.6216192,0.10665064,0,0,0,0,
54.5752304,1,391,3.7102892,0.106617644,0,0,0,0,
54.6517653,1,392,3.027248,0.106584825,0,0,0,0,
54.727584,1,393,3.0765214,0.10655216,0,0,0,0,
54.8004231,1,394,3.2058473,0.1066783,0,0,0,0,
54.8703971,1,395,2.7891989,0.10672469,0,0,0,0,
54.9429706,1,396,2.8526435,0.10692866,0,0,0,0,
55.0261777,1,397,3.0068498,0.10689547,0,0,0,0,
55.0987735,1,398,2.908576,0.10701947,0,0,0,0,
55.1709443,1,399,2.998314,0.10706454,0,0,0,0,
55.2477743,1,400,2.6378155,0.10726562,0,0,0,0,
55.3286276,1,401,3.4834864,0.10715399,0,0,0,0,
55.4096046,1,402,2.7057006,0.10696518,0,0,0,0,
55.4790629,1,403,3.672507,0.10693238,0,0,0,0,
55.5594321,1,404,3.200593,0.10689975,0,0,0,0,
55.6332065,1,405,2.9419165,0.10702161,0,0,0,0,
55.7034565,1,406,2.9526305,0.10691194,0,0,0,0,
55.7701837,1,407,3.2276998,0.10687961,0,0,0,0,
55.8424504,1,408,3.1528904,0.106770836,0,0,0,0,
55.9089664,1,409,3.2085967,0.106662594,0,0,0,0,
55.9932918,1,410,2.7689946,0.10685976,0,0,0,0,
56.0776829,1,411,3.1031632,0.10675182,0,0,0,0,
56.153513,1,412,2.7872539,0.10687196,0,0,0,0,
56.239893,1,413,3.4813113,0.106764525,0,0,0,0,
56.3134536,1,414,2.8457537,0.106884055,0,0,0,0,
56.3918293,1,415,3.0530267,0.10677711,0,0,0,0,
56.4721373,1,416,3.38047,0.106745794,0,0,0,0,
56.5402469,1,417,3.014646,0.10693945,0,0,0,0,
56.6119697,1,418,2.867225,0.107132174,0,0,0,0,
56.6832634,1,419,2.981441,0.10717482,0,0,0,0,
56.7631906,1,420,3.3576236,0.10706845,0,0,0,0,
56.8438115,1,421,3.1141276,0.10688836,0,0,0,0,
56.9123998,1,422,3.1668477,0.107005335,0,0,0,0,
56.9980779,1,423,2.9564838,0.10704787,0,0,0,0,
57.0706875,1,424,3.446505,0.10709021,0,0,0,0,
57.1499222,1,425,3.1750638,0.10698529,0,0,0,0,
57.2259486,1,426,3.2149925,0.106954224,0,0,0,0,
57.2960101,1,427,2.940061,0.106996484,0,0,0,0,
57.3623319,1,428,2.7364552,0.107330605,0,0,0,0,
57.4521977,1,429,3.3862824,0.10729895,0,0,0,0,
57.5277768,1,430,2.9256501,0.10741279,0,0,0,0,
57.6017973,1,431,2.938231,0.10738109,0,0,0,0,
57.6731805,1,432,2.6484027,0.107421875,0,0,0,0,
57.7412956,1,433,3.189319,0.10724596,0,0,0,0,
57.8217384,1,434,3.5573912,0.10721486,0,0,0,0,
57.8929158,1,435,3.1572418,0.10732759,0,0,0,0,
57.9708081,1,436,3.63774,0.10708142,0,0,0,0,
58.0472076,1,437,2.8145633,0.10719394,0,0,0,0,
58.1216674,1,438,2.9889367,0.107091896,0,0,0,0,
58.2027975,1,439,2.6287198,0.107275054,0,0,0,0,
58.2704192,1,440,2.8795974,0.10731534,0,0,0,0,
58.3368982,1,441,3.2683718,0.107355446,0,0,0,0,
58.4065642,1,442,3.5059342,0.107183255,0,0,0,0,
58.4852594,1,443,2.400465,0.107294016,0,0,0,0,
58.5613417,1,444,3.0555892,0.1073339,0,0,0,0,
58.6328755,1,445,2.8214896,0.107233144,0,0,0,0,
58.6988252,1,446,3.573884,0.107132845,0,0,0,0,
58.7672593,1,447,2.9200912,0.10710291,0,0,0,0,
58.8427717,1,448,3.2381022,0.10721261,0,0,0,0,
58.9104002,1,449,2.7376318,0.10732183,0,0,0,0,
58.9957606,1,450,3.1061192,0.107430555,0,0,0,0,
59.0884721,1,451,3.6172533,0.10719235,0,0,0,0,
59.1609243,1,452,3.0182266,0.107093476,0,0,0,0,
59.2420452,1,453,3.1739912,0.10692605,0,0,0,0,
59.3118649,1,454,2.8385563,0.10675936,0,0,0,0,
